time,drug,year,estimate,grade,LBYear1,LBYear2
Daily,Cigarettes,2008,11.39378532,12th Grade,,
Daily,Cigarettes,2009,11.17869963,12th Grade,,
Daily,Cigarettes,2010,10.74145287,12th Grade,,
Daily,Cigarettes,2011,10.25750525,12th Grade,,
Daily,Cigarettes,2012,9.258834602,12th Grade,,
Daily,Cigarettes,2013,8.47787431,12th Grade,,
Daily,Cigarettes,2014,6.748862986,12th Grade,,
Daily,Cigarettes,2015,5.506315404,12th Grade,,
Daily,Cigarettes,2016,4.764089215,12th Grade,,
Daily,Cigarettes,2017,4.233218754,12th Grade,,
Daily,Cigarettes,2018,3.626287642,12th Grade,,
Daily,Cigarettes,2019,2.358366534,12th Grade,,
Daily,Cigarettes,2020,3.086275017,12th Grade,,
Daily,Cigarettes,2021,2.005110758,12th Grade,,
Daily,Cigarettes,2022,1.587516796,12th Grade,,
Daily,Cigarettes,2023,0.734664052,12th Grade,,
Half a Pack per Day,Cigarettes,1991,3.083406747,8th Grade,,
Half a Pack per Day,Cigarettes,1992,2.938482931,8th Grade,,
Half a Pack per Day,Cigarettes,1993,3.500071698,8th Grade,,
Half a Pack per Day,Cigarettes,1994,3.616581028,8th Grade,,
Half a Pack per Day,Cigarettes,1995,3.431564518,8th Grade,,
Half a Pack per Day,Cigarettes,1996,4.250469147,8th Grade,,
Half a Pack per Day,Cigarettes,1997,3.464504884,8th Grade,,
Half a Pack per Day,Cigarettes,1998,3.55620072,8th Grade,,
Half a Pack per Day,Cigarettes,1999,3.272623069,8th Grade,,
Half a Pack per Day,Cigarettes,2000,2.75085705,8th Grade,,
Half a Pack per Day,Cigarettes,2001,2.34903702,8th Grade,,
Half a Pack per Day,Cigarettes,2002,2.127977146,8th Grade,,
Half a Pack per Day,Cigarettes,2003,1.811330263,8th Grade,,
Half a Pack per Day,Cigarettes,2004,1.726886061,8th Grade,,
Half a Pack per Day,Cigarettes,2005,1.668325689,8th Grade,,
Half a Pack per Day,Cigarettes,2006,1.542693208,8th Grade,,
Half a Pack per Day,Cigarettes,2007,1.114133433,8th Grade,,
Half a Pack per Day,Cigarettes,2008,1.1524576,8th Grade,,
Half a Pack per Day,Cigarettes,2009,0.973575542,8th Grade,,
Half a Pack per Day,Cigarettes,2010,0.895222304,8th Grade,,
Half a Pack per Day,Cigarettes,2011,0.726321333,8th Grade,,
Half a Pack per Day,Cigarettes,2012,0.592869839,8th Grade,,
Half a Pack per Day,Cigarettes,2013,0.730860242,8th Grade,,
Half a Pack per Day,Cigarettes,2014,0.500482249,8th Grade,,
Half a Pack per Day,Cigarettes,2015,0.430575357,8th Grade,,
Half a Pack per Day,Cigarettes,2016,0.314942891,8th Grade,,
Half a Pack per Day,Cigarettes,2017,0.20011142,8th Grade,,
Half a Pack per Day,Cigarettes,2018,0.344310268,8th Grade,,
Half a Pack per Day,Cigarettes,2019,0.213755628,8th Grade,,
Half a Pack per Day,Cigarettes,2020,0.061059686,8th Grade,,
Half a Pack per Day,Cigarettes,2021,0.153285116,8th Grade,,
Half a Pack per Day,Cigarettes,2022,0.143233433,8th Grade,,
Half a Pack per Day,Cigarettes,2023,0.311925418,8th Grade,,
Half a Pack per Day,Cigarettes,1991,6.526122633,10th Grade,,
Half a Pack per Day,Cigarettes,1992,5.959180962,10th Grade,,
Half a Pack per Day,Cigarettes,1993,7.040892476,10th Grade,,
Half a Pack per Day,Cigarettes,1994,7.595897536,10th Grade,,
Half a Pack per Day,Cigarettes,1995,8.304293075,10th Grade,,
Half a Pack per Day,Cigarettes,1996,9.439912419,10th Grade,,
Half a Pack per Day,Cigarettes,1997,8.608311737,10th Grade,,
Half a Pack per Day,Cigarettes,1998,7.948732407,10th Grade,,
Half a Pack per Day,Cigarettes,1999,7.573608982,10th Grade,,
Half a Pack per Day,Cigarettes,2000,6.182325914,10th Grade,,
Half a Pack per Day,Cigarettes,2001,5.53264243,10th Grade,,
Half a Pack per Day,Cigarettes,2002,4.38206212,10th Grade,,
Half a Pack per Day,Cigarettes,2003,4.140597238,10th Grade,,
Half a Pack per Day,Cigarettes,2004,3.285306152,10th Grade,,
Half a Pack per Day,Cigarettes,2005,3.121034194,10th Grade,,
Half a Pack per Day,Cigarettes,2006,3.282190165,10th Grade,,
Half a Pack per Day,Cigarettes,2007,2.735518848,10th Grade,,
Half a Pack per Day,Cigarettes,2008,2.034481397,10th Grade,,
Half a Pack per Day,Cigarettes,2009,2.384932547,10th Grade,,
Half a Pack per Day,Cigarettes,2010,2.449234252,10th Grade,,
Half a Pack per Day,Cigarettes,2011,1.852874032,10th Grade,,
Half a Pack per Day,Cigarettes,2012,1.528666904,10th Grade,,
Half a Pack per Day,Cigarettes,2013,1.49395641,10th Grade,,
Half a Pack per Day,Cigarettes,2014,1.21930381,10th Grade,,
Half a Pack per Day,Cigarettes,2015,1.008212908,10th Grade,,
Half a Pack per Day,Cigarettes,2016,0.638960962,10th Grade,,
Half a Pack per Day,Cigarettes,2017,0.665638197,10th Grade,,
Half a Pack per Day,Cigarettes,2018,0.689213396,10th Grade,,
Half a Pack per Day,Cigarettes,2019,0.516656996,10th Grade,,
Half a Pack per Day,Cigarettes,2020,0.560896336,10th Grade,,
Half a Pack per Day,Cigarettes,2021,0.343539017,10th Grade,,
Half a Pack per Day,Cigarettes,2022,0.307683988,10th Grade,,
Half a Pack per Day,Cigarettes,2023,0.608620857,10th Grade,,
Half a Pack per Day,Cigarettes,1976,19.21675273,12th Grade,,
Half a Pack per Day,Cigarettes,1977,19.4243144,12th Grade,,
Half a Pack per Day,Cigarettes,1978,18.75521549,12th Grade,,
Half a Pack per Day,Cigarettes,1979,16.49399856,12th Grade,,
Half a Pack per Day,Cigarettes,1980,14.31127667,12th Grade,,
Half a Pack per Day,Cigarettes,1981,13.54272408,12th Grade,,
Half a Pack per Day,Cigarettes,1982,14.15965111,12th Grade,,
Half a Pack per Day,Cigarettes,1983,13.80361559,12th Grade,,
Half a Pack per Day,Cigarettes,1984,12.30293156,12th Grade,,
Half a Pack per Day,Cigarettes,1985,12.45189604,12th Grade,,
Half a Pack per Day,Cigarettes,1986,11.367035,12th Grade,,
Half a Pack per Day,Cigarettes,1987,11.41416696,12th Grade,,
Half a Pack per Day,Cigarettes,1988,10.58891463,12th Grade,,
Half a Pack per Day,Cigarettes,1989,11.16344213,12th Grade,,
Half a Pack per Day,Cigarettes,1990,11.33100462,12th Grade,,
Half a Pack per Day,Cigarettes,1991,10.68732012,12th Grade,,
Half a Pack per Day,Cigarettes,1992,9.960875776,12th Grade,,
Half a Pack per Day,Cigarettes,1993,10.86582654,12th Grade,,
Half a Pack per Day,Cigarettes,1994,11.23694665,12th Grade,,
Half a Pack per Day,Cigarettes,1995,12.38196764,12th Grade,,
Half a Pack per Day,Cigarettes,1996,12.96895499,12th Grade,,
Half a Pack per Day,Cigarettes,1997,14.3120285,12th Grade,,
Half a Pack per Day,Cigarettes,1998,12.57448253,12th Grade,,
Half a Pack per Day,Cigarettes,1999,13.17667685,12th Grade,,
Half a Pack per Day,Cigarettes,2000,11.30759568,12th Grade,,
Half a Pack per Day,Cigarettes,2001,10.3412102,12th Grade,,
Half a Pack per Day,Cigarettes,2002,9.130027581,12th Grade,,
Half a Pack per Day,Cigarettes,2003,8.358222959,12th Grade,,
Half a Pack per Day,Cigarettes,2004,8.011746649,12th Grade,,
Half a Pack per Day,Cigarettes,2005,6.929553242,12th Grade,,
Half a Pack per Day,Cigarettes,2006,5.898232138,12th Grade,,
Half a Pack per Day,Cigarettes,2007,5.690751303,12th Grade,,
Half a Pack per Day,Cigarettes,2008,5.446829752,12th Grade,,
Half a Pack per Day,Cigarettes,2009,5.021436496,12th Grade,,
Half a Pack per Day,Cigarettes,2010,4.68805304,12th Grade,,
Half a Pack per Day,Cigarettes,2011,4.329067157,12th Grade,,
Half a Pack per Day,Cigarettes,2012,3.983129012,12th Grade,,
Half a Pack per Day,Cigarettes,2013,3.395069447,12th Grade,,
Half a Pack per Day,Cigarettes,2014,2.611807319,12th Grade,,
Half a Pack per Day,Cigarettes,2015,2.082493353,12th Grade,,
Half a Pack per Day,Cigarettes,2016,1.782407009,12th Grade,,
Half a Pack per Day,Cigarettes,2017,1.672384647,12th Grade,,
Half a Pack per Day,Cigarettes,2018,1.494241599,12th Grade,,
Half a Pack per Day,Cigarettes,2019,0.937417934,12th Grade,,
Half a Pack per Day,Cigarettes,2020,1.367150749,12th Grade,,
Half a Pack per Day,Cigarettes,2021,0.816520831,12th Grade,,
Half a Pack per Day,Cigarettes,2022,0.944951413,12th Grade,,
Half a Pack per Day,Cigarettes,2023,0.461482265,12th Grade,,
Lifetime,Cocaine,1991,2.326937305,8th Grade,,
Lifetime,Cocaine,1992,2.868648847,8th Grade,,
Lifetime,Cocaine,1993,2.909294317,8th Grade,,
Lifetime,Cocaine,1994,3.623163632,8th Grade,,
Lifetime,Cocaine,1995,4.230693503,8th Grade,,
Lifetime,Cocaine,1996,4.475368979,8th Grade,,
Lifetime,Cocaine,1997,4.3578714,8th Grade,,
Lifetime,Cocaine,1998,4.572817339,8th Grade,,
Lifetime,Cocaine,1999,4.686753586,8th Grade,,
Lifetime,Cocaine,2000,4.544154417,8th Grade,,
Lifetime,Cocaine,2001,4.303529464,8th Grade,,
Lifetime,Cocaine,2002,3.580031112,8th Grade,,
Lifetime,Cocaine,2003,3.573682203,8th Grade,,
Lifetime,Cocaine,2004,3.380750486,8th Grade,,
Lifetime,Cocaine,2005,3.658161279,8th Grade,,
Lifetime,Cocaine,2006,3.395963504,8th Grade,,
Lifetime,Cocaine,2007,3.104437841,8th Grade,,
Lifetime,Cocaine,2008,3.047699652,8th Grade,,
Lifetime,Cocaine,2009,2.58276994,8th Grade,,
Lifetime,Cocaine,2010,2.573503531,8th Grade,,
Lifetime,Cocaine,2011,2.249529969,8th Grade,,
Lifetime,Cocaine,2012,1.909481306,8th Grade,,
Lifetime,Cocaine,2013,1.748998997,8th Grade,,
Lifetime,Cocaine,2014,1.774111383,8th Grade,,
Lifetime,Cocaine,2015,1.610024245,8th Grade,,
Lifetime,Cocaine,2016,1.36840123,8th Grade,,
Lifetime,Cocaine,2017,1.285101654,8th Grade,,
Lifetime,Cocaine,2018,1.436191485,8th Grade,,
Lifetime,Cocaine,2019,1.239249665,8th Grade,,
Lifetime,Cocaine,2020,1.551337038,8th Grade,,
Lifetime,Cocaine,2021,0.645965136,8th Grade,,
Lifetime,Cocaine,2022,0.831362981,8th Grade,,
Lifetime,Cocaine,2023,0.976324551,8th Grade,,
Lifetime,Cocaine,1991,4.122229693,10th Grade,,
Lifetime,Cocaine,1992,3.326072529,10th Grade,,
Lifetime,Cocaine,1993,3.613378689,10th Grade,,
Lifetime,Cocaine,1994,4.275617342,10th Grade,,
Lifetime,Cocaine,1995,5.042276921,10th Grade,,
Lifetime,Cocaine,1996,6.486402821,10th Grade,,
Lifetime,Cocaine,1997,7.102025084,10th Grade,,
Lifetime,Cocaine,1998,7.215335865,10th Grade,,
Lifetime,Cocaine,1999,7.72912486,10th Grade,,
Lifetime,Cocaine,2000,6.870290033,10th Grade,,
Lifetime,Cocaine,2001,5.662107795,10th Grade,,
Lifetime,Cocaine,2002,6.135917122,10th Grade,,
Lifetime,Cocaine,2003,5.067000196,10th Grade,,
Lifetime,Cocaine,2004,5.377770276,10th Grade,,
Lifetime,Cocaine,2005,5.215111722,10th Grade,,
Lifetime,Cocaine,2006,4.765232112,10th Grade,,
Lifetime,Cocaine,2007,5.303522547,10th Grade,,
Lifetime,Cocaine,2008,4.525935532,10th Grade,,
Lifetime,Cocaine,2009,4.550546894,10th Grade,,
Lifetime,Cocaine,2010,3.742244792,10th Grade,,
Lifetime,Cocaine,2011,3.285097584,10th Grade,,
Lifetime,Cocaine,2012,3.305098497,10th Grade,,
Lifetime,Cocaine,2013,3.266843553,10th Grade,,
Lifetime,Cocaine,2014,2.579502217,10th Grade,,
Lifetime,Cocaine,2015,2.670541578,10th Grade,,
Lifetime,Cocaine,2016,2.069273881,10th Grade,,
Lifetime,Cocaine,2017,2.057520596,10th Grade,,
Lifetime,Cocaine,2018,2.571876103,10th Grade,,
Lifetime,Cocaine,2019,2.455016134,10th Grade,,
Lifetime,Cocaine,2020,1.600893045,10th Grade,,
Lifetime,Cocaine,2021,1.174887286,10th Grade,,
Lifetime,Cocaine,2022,0.765170929,10th Grade,,
Lifetime,Cocaine,2023,1.023068703,10th Grade,,
Lifetime,Cocaine,1976,9.736093597,12th Grade,,
Lifetime,Cocaine,1977,10.75354736,12th Grade,,
Lifetime,Cocaine,1978,12.84209509,12th Grade,,
Lifetime,Cocaine,1979,15.35508721,12th Grade,,
Lifetime,Cocaine,1980,15.73949621,12th Grade,,
Lifetime,Cocaine,1981,16.53162702,12th Grade,,
Lifetime,Cocaine,1982,16.0140849,12th Grade,,
Lifetime,Cocaine,1983,16.22189879,12th Grade,,
Lifetime,Cocaine,1984,16.06839552,12th Grade,,
Lifetime,Cocaine,1985,17.33719804,12th Grade,,
Lifetime,Cocaine,1986,16.86992249,12th Grade,,
Lifetime,Cocaine,1987,15.17898608,12th Grade,,
Lifetime,Cocaine,1988,12.11355786,12th Grade,,
Lifetime,Cocaine,1989,10.34238535,12th Grade,,
Lifetime,Cocaine,1990,9.416410658,12th Grade,,
Lifetime,Cocaine,1991,7.827254341,12th Grade,,
Lifetime,Cocaine,1992,6.100793414,12th Grade,,
Lifetime,Cocaine,1993,6.050133997,12th Grade,,
Lifetime,Cocaine,1994,5.936933962,12th Grade,,
